ref	text	parallel	translation
2Co.11.2	unte aljanonds izwis gudis aljana gawadjoda auk izwis ainamma waira mauja swikna du usgiban Xristau		
2Co.11.3	aþþan og ibai aufto swaswe waurms Aiwwan uslutoda filudeisein seinai riurja wairþaina fraþja izwara af ainfalþein jah swiknein þizai in Xristau		
2Co.11.4	jabai nu sa qimanda anþarana Iesu mereiþ þanei weis ni meridedum aiþþau ahman anþarana nimiþ þanei ni nemuþ aiþþau aiwaggeljon anþara þoei ni andnemuþ waila usþulaideduþ		
2Co.11.5	man auk ni waihtai mik minnizo gataujan þaim ufar mikil wisandam apaustaulum		
2Co.11.6	jabai unhrains im waurda akei ni kunþja aþþan in allamma gabairhtidai in allaim du izwis		
2Co.11.7	aiþþau ibai frawaurht tawida mik silban haunjands ei jus ushauhjaindau unte arwjo gudis aiwaggeljon merida izwis		
2Co.11.8	anþaros aikklesjons birauboda nimands andawizn du izwaramma andbahtja jah wisands at izwis jah ushaista ni ainnohun kaurida		
2Co.11.9	unte þarbos meinos usfullidedun broþrjus qimandans af Makidonai jah in allaim unkaureinom izwis mik silban fastaida jah fasta		
2Co.11.10	ist sunja Xristaus in mis unte so ƕoftuli ni faurdammjada in mis in landa Akaje		
2Co.11.11	in ƕis unte ni frijo izwis guþ wait		
2Co.11.12	iþ þatei tauja jah taujan haba ei usmaitau inilon þize wiljandane inilon ei in þammei ƕopand bigitaindau swaswe jah weis		
2Co.11.13	unte þai swaleikai galiugaapaustauleis waurstwjans hindarweisai gagaleikondans sik du apaustaulum Xristaus		
2Co.11.14	jah nist sildaleik unte silba Satana gagaleikoþ sik aggilau liuhadis		
2Co.11.15	nist mikil jabai andbahtos is gagaleikond sik swe andbahtos garaihteins þizeei andeis wairþiþ bi waurstwam ize		
2Co.11.16	aftra qiþa ibai ƕas mik muni unfrodana aiþþau waila þau swe unfrodana nimaiþ mik ei jah ik leitil ƕa ƕopau		
2Co.11.17	þatei rodja ni rodja bi fraujan ak swe in unfrodein in þamma stomin þizos ƕoftuljos		
2Co.11.18	unte managai ƕopand bi leika jah ik ƕopa		
2Co.11.19	unte azetaba usþulaiþ þans unwitans frodai wisandans		
2Co.11.20	usþulaiþ jabai ƕas izwis gaþiwaiþ jabai ƕas fraïtiþ jabai ƕas usnimiþ jabai ƕas in arbaidai briggiþ jabai ƕas izwis in andawleizn slahiþ		
2Co.11.21	bi unsweriþai qiþa swe þatei weis siukai weseima iþ in þammei ƕe ƕas anananþeiþ in unfrodein qiþa gadars jah ik		
2Co.11.22	Haibraieis sind jah ik Israeleiteis sind jah ik fraiw Abrahamis sind jah ik		
2Co.11.23	andbahtos Xristaus sind swaswe unwita qiþa mais ik in arbaidim managizeim in karkarom ufarassau in slahim ufarassau in dauþeinim ufta		
2Co.11.24	fram Iudaium fimf sinþam fidwor tiguns ainamma wanans nam		
2Co.11.25	þrim sinþam wandum usbluggwans was ainamma sinþa stainiþs was þrim sinþam usfarþon gatawida us skipa naht jah dag in diupiþai was mareins		
2Co.11.26	wratodum ufta bireikeim aƕo bireikeim waidedjane bireikeim us kunja bireikeim us þiudom bireikeim in baurg bireikeim in auþidai bireikeim in marein bireikeim in galiugabroþrum		
2Co.11.27	aglom jah arbaidim in wokainim ufta in gredau jah þaurstein in lausqiþreim ufta in friusa jah naqadein		
2Co.11.28	inuh þo afar þata arbaiþs meina seiteina saurga meina allaim aikklesjom		
2Co.11.29	ƕas siukiþ jah ni siukau ƕas afmarzjada jah ik ni tundnau		
2Co.11.30	jabai ƕopan skuld sijai þaim siukeins meinaizos ƕopau		
2Co.11.31	guþ jah atta fraujins Iesuis wait sa þiuþeiga du aiwam þatei ni liuga		
2Co.11.32	in Damaskon fauramaþleis þiudos Araitins þiudanis witaida baurg Damaskai gafahan mik wiljands		
2Co.11.33	jah þairh augadauro in snorjon athahans was and baurgswaddjau jah unþaþlauh handuns is		
2Co.12.1	_nins fraujins		
2Co.12.2	wait mannan in Xristau faur jera ·id· jaþþe in leika ni wait jaþþe inu leik ni wait guþ wait frawulwanana þana swaleikana und þridjan himin		
2Co.12.3	jah wait þana swaleikana mannan jaþþe in leika jaþþe inu leik ni wait guþ wait		
2Co.12.4	þatei frawulwans warþ in wagg jah hausida unqeþja waurda þoei ni skulda sind mann rodjan		
2Co.12.5	faur þana swaleikana ƕopa iþ faur mik silban ni waiht ƕopa niba in unmahtim meinaim		
2Co.12.6	aþþan jabai wiljau ƕopan ni sijau unwita unte sunja qiþa iþ freidja ibai ƕas in mis ƕa muni ufar þatei gasaiƕiþ aiþþau aiþþau gahauseiþ ƕa us mis		
2Co.12.7	jah bi filusnai andhuleino ei ni ufarhafnau atgibana ist mis hnuþo leika meinamma aggilus Satanins ei mik kaupastedi ei ni ufarhugjau		
2Co.12.8	bi þatei þrim sinþam fraujan baþ ei afstoþi af mis		
2Co.12.9	jah qaþ mis ganah þuk ansts meina unte mahts in siukein ustiuhada filu gabaurjaba nu mais ƕopa in siukeim meinaim ei ufarhleiþrjai ana mis mahts Xristaus		
2Co.12.10	in þizei mis galeikaiþ in siukeim in anamahtim in nauþim in wrekeim in þreihslam faur Xristu unte þan siuka þan mahteigs im		
2Co.12.11	warþ unwita ƕopands jus mik gabaidideduþ aþþan ik skulds was fram izwis gakannjan unte ni waihtai mins habaida þaim ufar filu apaustaulum jah jabai ni waihts im		
2Co.12.12	aiþþau sweþauh taikneis apaustaulus gatawidos waurþun in izwis in allai þulainai taiknim jah fauratanjam jah mahtim		
2Co.12.13	ƕa auk ist þize wanai weseiþ ufar anþaros aikklesjons niba þatei ik silba ni kaurida izwis fragibiþ mis þata skaþis		
2Co.12.14	sai þridjo þata manwus im qiman at izwis jan~ni kaurja izwis unte ni sokja izwaros aihtins ak izwis ni auk skulun barna fadreinam huzdjan ak fadreina barnam		
2Co.12.15	aþþan ik laþaleiko fraqima jah fraqimada faur saiwalos izwaros sweþauh ei ufarassau izwis frijonds mins frijoda		
2Co.12.16	aþþan siai nu ik ni kaurida izwis ak wisands aufto listeigs hindarweisein izwis nam		
2Co.12.17	ibai þairh ƕana þizeei insandida du izwis bifaihoda izwis		
2Co.12.18	baþ Teitu jah miþinsandida imma broþar ibai ƕa bifaihoda izwis Teitus niu þamma samin ahmin iddjedum niu þaim samam laistim		
2Co.12.19	aftra þugkeiþ izwis ei sunjoma uns wiþra izwis in andwairþja gudis in Xristau rodjam þatuþ~þan all liubans in izwaraizos gatimreinais		
2Co.12.20	unte og ibai aufto qimands ni swaleikans swe wiljau bigitau izwis jah ik bigitaidau izwis swaleiks swe ni wileiþ mik ibai aufto þwairheins aljan jiukos bihaita birodeinos haifsteis bifaiha ufswalleinos drobnans		
2Co.12.21	ibai aftra qimandan mik guþ gahaunjai at izwis jah qaino managans þize faura frawaurkjandane jan~ni idreigondane ana unhrainiþai þoei gatawidedun horinassau jah aglaitja		
2Co.13.1	þridjo þata qima at izwis ana munþa twaddje weitwode jaþ~þrije gastandiþ all waurde		
2Co.13.2	fauraqaþ jah aftra fauragateiha swaswe andwairþs anþaramma sinþa jah aljaþro nu melja þaim faura frawaurkjandam jah anþaraim allaim þatei jabai qima aftra ni freidja		
2Co.13.3	unte kustu sokeiþ þis in mis rodjandins Xristaus saei ni siukiþ in izwis ak mahteigs ist in izwis		
2Co.13.4	aþþan jabai jah ushramiþs was us siukein akei libaiþ us mahtai gudis jah auk weis siukam in imma akei libam miþ imma us mahtai gudis in izwis		
2Co.13.5	silbans fraisiþ sijaidu in galaubeinai silbans izwis kauseiþ þau niu kunnuþ izwis þatei Iesus Xristus in izwis ist nibai aufto ungakusanai sijuþ		
2Co.13.6	aþþan wenja þatei kunneiþ ei weis ni sium ungakusanai		
2Co.13.7	aþþan bidja du guda ei ni waiht ubilis taujaiþ ni ei weis gakusanai þugkjaima ak ei jus þata godo taujaiþ iþ weis swe ungakusanai þugkjaima		
2Co.13.8	ni auk magum ƕa wiþra sunja ak faur sunja		
2Co.13.9	aþþan faginom þan weis siukam iþ jus swinþai siuþ þizuh auk jah bidjam izwaraizos ustauhtais		
2Co.13.10	duþþe þata aljaþro melja ei andwairþs hardaba ni taujau bi waldufnja þammei frauja fragaf mis du gatimreinai jan~ni du gataurþai		
2Co.13.11	þata anþar broþrjus faginoþ ustauhanai sijaiþ gaþrafstidai sijaiþ samo fraþjaiþ gawairþi taujandans sijaiþ jah guþ gawairþeis jah frijaþwos wairþiþ miþ izwis		
2Co.13.12	goljaiþ izwis misso in frijonai weihai goljand izwis þai weihans allai		
2Co.13.13	ansts fraujins Iesuis Xristaus jah frijaþwa gudis jah gaman ahmins weihis miþ allaim izwis amen		
2Co.13.255	du Kaurinþium ·b· ustauh du Kaurinþium ·b· meliþ ist us Filippai Makidonais		
Eph.1.0	Aipistaule Pawlaus du Aifaisium anastodeiþ		
Eph.1.1	Pawlus apaustaulus Xristaus Iesuis þairh wiljan gudis þaim weiham þaim wisandam in Aifaison jah triggwaim in Xristau Iesu		
Eph.1.2	ansts izwis jah gawairþi fram guda attin unsaramma jah fraujin Iesu Xristau		
Eph.1.3	þiuþiþs guþ jah atta fraujins unsaris Iesuis Xristaus izei gaþiuþida uns ana allai þiuþeinai ahmeinai in himinakundaim in Xristau		
Eph.1.4	swaswe gawalida uns in imma faur gasatein fairƕaus ei sijaima weihai jah unwammai in andwairþja is in frijaþwai		
Eph.1.5	fauragarairoþ uns du suniwe gadedai þairh Iesu Xristu in ina bi leikainai wiljins seinis		
Eph.1.6	du hazeinai wulþaus anstais seinaizos in þizaiei ansteigs was uns in þamma liubin sunau seinamma		
Eph.1.7	in þammei habam faurbauht fralet frawaurhte þairh bloþ is bi gabein wulþaus anstais is		
Eph.1.8	þoei ufarassau ganohida in uns in allai handugein jah frodein		
Eph.1.9	kannjan unsis runa wiljins seinis bi wiljin saei fauragaleikaida imma		
Eph.1.10	du fauragaggja usfulleinais mele aftra usfulljan alla in Xristau þo ana himinam jaþ~þo ana airþai in imma		
Eph.1.11	in þammei hlauts gasatidai wesum fauragaredanai bi wiljin gudis þis alla in allaim waurkjandins bi muna wiljins seinis		
Eph.1.12	ei sijaima weis du hazeinai wulþaus is þai faurawenjandans in Xristau		
Eph.1.13	in þammei jah jus gahausjandans waurd sunjus aiwaggeli ganistais izwaraizos þammei galaubjandans gasiglidai waurþuþ ahmin gahaitis þamma weihin		
Eph.1.14	izei ist wadi arbjis unsaris du faurbauhtai gafreideinais du hazeinai wulþaus is		
Eph.1.15	duþþe jah ik gahausjands izwara galaubein in fraujin Iesu Xristau jah frijaþwa in allans þans weihans		
Eph.1.16	unsweibands awiliudo in izwara gamund waurkjands in bidom meinaim		
Eph.1.17	ei guþ fraujins unsaris Iesuis Xristaus atta wulþaus gibai izwis ahman handugeins jah andhuleinais in ufkunþja seinamma		
Eph.1.18	inliuhtida augona hairtins izwaris ei witeiþ jus ƕa ist wens laþonais is ƕileikuh gabei wulþaus arbjis is in weihaim		
Eph.1.19	jah ƕa ufarassus mikileins mahtais is in uns þaim galaubjandam bi waurstwa mahtais swinþeins is		
Eph.1.20	þatei gawaurhta in Xristau urraisjands ina us dauþaim jah gasatida in taihswon seinai in himinam		
Eph.1.21	ufaro allaize reikje jah waldufnje jah mahte jah fraujinassiwe jah allaize namne namnidaize ni þatainei in þamma aiwa ak jah in þamma anawairþin		
Eph.1.22	jah alla ufhnaiwida uf fotuns imma jah ina atgaf haubiþ ufar alla aikklesjon		
Eph.1.23	sei ist leik is fullo þis alla in allaim usfulljandins		
Eph.2.1	jah izwis wisandans dauþans missadedim jah frawaurhtim izwaraim		
Eph.2.2	in þaimei simle iddjeduþ bi þizai aldai þis fairƕaus bi reik waldufnjis luftaus ahmins þis nu waurkjandins in sunum ungalaubeinais		
Eph.2.3	in þaimei jah weis allai usmetum suman in lustum leikis unsaris taujandans wiljans leikis jah gamitone jah wesum wistai barna hatize swaswe jah þai anþarai		
Eph.2.4	iþ guþ gabigs wisands in armahairtein in þizos managons frijaþwos þizaiei frijoda uns		
Eph.2.5	jah wisandans uns dauþans frawaurhtim miþgaqiwida uns Xristau anstai sijuþ ganasidai		
Eph.2.6	jah miþurraisida jah miþgasatida in himinakundaim in Xristau Iesu		
Eph.2.7	ei ataugjai in aldim þaim anagaggandeim ufarassu gabeins anstais seinaizos in selein bi uns in Xristau Iesu		
Eph.2.8	unte anstai siuþ ganasidai þairh galaubein jah þata ni us izwis ak gudis giba ist		
Eph.2.9	ni us waurstwam ei ƕas ni ƕopai		
Eph.2.10	ak is sium taui gaskapanai in Xristau Iesu du waurstwam godaim þoei fauragamanwida guþ ei in þaim gaggaima		
Eph.2.11	duþþe gamuneiþ þatei jus þiudos simle wesuþ in leika þai namnidans unbimaitanai fram þizai namnidon bimait in leika handuwaurht		
Eph.2.12	unte wesuþ þan in jainamma mela inu Xristu framaþjai usmetis Israelis jah gasteis gahaite trausteis wen ni habandans jah gudalausai in manasedai		
Eph.2.13	iþ nu sai in Xristau Iesu jus juzei simle wesuþ fairra waurþuþ neƕa in bloþa Xristaus		
Eph.2.14	sa auk ist gawairþi unsar saei gatawida þo ba du samin jah midgardiwaddju faþos gatairands		
Eph.2.15	fijaþwa ana leika seinamma witoþ anabusne garaideinim gatairands ei þans twans gaskopi in sis silbin du ainamma niujamma mann waurkjands gawairþi		
Eph.2.16	jah gafriþodedi þans bans in ainamma leika guda þairh galgan afslahands fijaþwa in sis silbin		
Eph.2.17	jah qimands wailamerida gawairþi izwis juzei fairra jah gawairþi þaim ize neƕa		
Eph.2.18	unte þairh ina habam atgagg bajoþs in ainamma ahmin du attin		
Eph.2.19	sai nu ni sijuþ gasteis jah aljakonjai ak sijuþ gabaurgjans þaim weiham jah ingardjans gudis		
Eph.2.20	anatimridai		
Eph.2.21	in þammei alla gatimrjo gagatiloda wahseiþ du alh weihai in fraujin		
Eph.2.22	in þammei jah jus miþgatimridai sijuþ du bauainai gudis in ahmin		
Eph.3.1	in þizozei waihtais ik Pawlus bandja Xristaus Iesuis in izwara þiudo		
Eph.3.2	jabai sweþauh hausideduþ fauragaggi gudis anstais sei gibana ist mis in izwis		
Eph.3.3	unte bi andhuleinai gakannida was mis so runa swe fauragamelida in leitilamma		
Eph.3.4	duþþe ei siggwandans mageiþ fraþjan frodein meinai in runai Xristaus		
Eph.3.5	þatei anþaraim aldim ni kunþ was sunum manne swaswe nu andhuliþ ist þaim weiham is apaustaulum jah praufetum in ahmin		
Eph.3.6	wisan þiudos gaarbjans jah galeikans jah gadailans gahaitis is in Xristau Iesu þairh aiwaggeljon		
Eph.3.7	þizozei warþ andbahts ik bi gibai anstais gudis þizai gibanon mis bi toja mahtais is		
Eph.3.8	mis þamma undarleijin allaize þize weihane atgibana warþ ansts so in þiudom wailamerjan þo unfairlaistidon gabein Xristaus		
Eph.3.9	in guda þamma alla gaskapjandin		
Eph.3.10	ei kanniþ wesi nu reikjam jah waldufnjam in þaim himinakundam þairh aikklesjon so filufaiho handugei gudis		
Eph.3.11	bi muna aiwe þanei gatawida in Xristau Iesu fraujin unsaramma		
Eph.3.12	in þammei habam balþein freijhals jah atgagg in trauainai þairh galaubein is		
Eph.3.13	in þize bidja ni wairþaiþ usgrudjans in aglom meinaim faur izwis þatei ist wulþus izwar		
Eph.3.14	in þis biuga kniwa meina du attin fraujins unsaris Iesuis Xristaus		
Eph.3.15	us þammei all fadreinis in himina jah ana airþai namnjada		
Eph.3.16	ei gibai izwis bi gabein wulþaus seinis mahtai inswinþjan þairh ahman seinana in innuman mannan		
Eph.3.17	bauan Xristu þairh galaubein in hairtam izwaraim		
Eph.3.18	ei in frijaþwai gawaurhtai jah gasulidai mageiþ gafahan miþ allaim þaim weiham ƕa sijai braidei jal~laggei jah hauhei jah diupei		
Eph.3.19	kunnan þo ufarassau mikilon þis kunþjis frijaþwa Xristaus ei fulnaiþ in allai fullon gudis		
Eph.3.20	aþþan þamma mahteigin ufar all taujan maizo giban þau bidjam aiþþau fraþjam bi mahtai þizai waurkjandein in unsis		
Eph.3.21	immuh wulþus in Xristau Iesu jah aikklesjon in allos aldins aiwe amen		
Eph.4.1	bidja nu izwis ik bandja in fraujin wairþaba gaggan þizos laþonais þizaiei laþodai siuþ		
Eph.4.2	miþ allai hauneinai jah qairrein miþ usbeisnai usþulandans izwis misso in frijaþwai		
Eph.4.3	usdaudjandans fastan ainamundiþa ahmins in gabundjai gawairþeis		
Eph.4.4	ain leik jah ains ahma swaswe atlaþodai sijuþ in aina wen laþonais izwaraizos		
Eph.4.5	ains frauja aina galaubeins aina daupeins		
Eph.4.6	ains guþ jah atta allaize saei ufar allaim jah and allans jah in allaim uns		
Eph.4.7	iþ ainƕarjammeh unsara atgibana ist ansts bi mitaþ gibos Xristaus		
Eph.4.8	in þizei qiþiþ ussteigands in hauhiþa ushanþ hunþ jah atuhgaf gibos mannam		
Eph.4.9	þatuþ~þan usstaig ƕa ist niba þatei jah atstaig faurþis in undaristo airþos		
Eph.4.10	saei atstaig sa ist jah saei usstaig ufar allans himinans ei usfullidedi allata		
Eph.4.11	jah silba gaf sumans apaustauluns sumanzuþ~þan praufetuns sumansuþ~þan aiwaggelistans sumansuþ~þan hairdjans jah laisarjans		
Eph.4.12	du ustauhtai weihaize du waurstwa andbahtjis du timreinai leikis Xristaus		
Eph.4.13	unte garinnaima allai in ainamundiþa galaubeinais jah ufkunþjis sunus gudis du waira fullamma in mitaþ wahstaus fullons Xristaus		
Eph.4.14	ei þanaseiþs ni sijaima niuklahai uswagidai jah uswalugidai winda ƕammeh laiseinais liutein manne in filudeisein du listeigon uswandjai airzeins		
Eph.4.15	iþ sunja taujandans in frijaþwai wahsjaima in ina þo alla ize ist haubiþ Xristus		
Eph.4.16	us þammei all leik gagatiloþ jah gagahaftiþ þairh allos gawissins andstaldis bi waurstwa in mitaþ ana ainƕarjoh fero uswahst leikis taujiþ du timreinai seinai in frijaþwai		
Eph.4.17	þata nu qiþa jah weitwodja in fraujin ei þanaseiþs ni gaggaiþ swaswe jah anþaros þiudos gaggand in uswissja hugis seinis		
Eph.4.18	riqizeinai gahugdai wisandans framaþjai libainais gudis in unwitjis þis wisandins in im in daubiþos hairtane seinaize		
Eph.4.19	þaiei uswenans waurþanai sik silbans atgebun aglaitein in waurstwein unhrainiþos allaizos in faihufrikein		
Eph.4.20	iþ jus ni swa ganemuþ Xristu		
Eph.4.21	jabai sweþauh ina hausideduþ jah in imma uslaisidai sijuþ swaswe ist sunja in Iesu		
Eph.4.22	ei aflagjaiþ jus bi frumin usmeta þana fairnjan mannan þana riurjan bi lustum afmarzeinais		
Eph.4.23	anuþ~þan~niujaiþ ahmin fraþjis izwaris		
Eph.4.24	jag~gahamoþ þamma niujin mann þamma bi guda gaskapanin in garaihtein jah weihiþai sunjos		
Eph.4.25	in þizei aflagjandans liugn rodjaiþ sunja ƕarjizuh miþ neƕundjin seinamma unte sijum anþar anþaris liþus		
Eph.4.26	þwairhaiþ~þan sijaiþ jah ni frawaurkjaiþ sunno ni dissigqai ana þwairhein izwara		
Eph.4.27	ni gibiþ staþ unhulþin		
Eph.4.28	saei hlefi þanaseiþs ni hlifai iþ mais arbaidjai waurkjands swesaim handum þiuþ ei habai dailjan þaurbandin		
Eph.4.29	ainhun waurde ubilaize us munþa izwaramma ni usgaggai ak þatei goþ sijai du timreinai galaubeinais ei gibai anst hausjandam		
Eph.4.30	jah ni gaurjaiþ þana weihan ahman gudis in þammei gasiglidai sijuþ in daga uslauseinais		
Eph.4.31	alla baitrei jah hatis jah þwairhei jah hrops jah wajamereins afwairpaidau af izwis miþ allai unselein		
Eph.4.32	wairþaiduh miþ izwis misso seljai armahairtai fragibandans izwis misso swaswe guþ in Xristau fragaf izwis		
Eph.5.1	wairþaiþ nu galeikondans guda swe barna liuba		
Eph.5.2	jah gaggaiþ in frijaþwai swaswe jah Xristus frijoda uns jah atgaf sik silban faur uns hunsl jah sauþ guda du daunai woþjai		
Eph.5.3	aþþan horinassus jah allos unhrainiþos aiþþau faihufrikei nih namnjaidau		
Eph.5.4	aiþþau aglaitiwaurdei aiþþau dwalawaurdei aiþþau saldra þoei du þaurftai ni fairrinnand ak mais awiliuda		
Eph.5.5	þata auk witeiþ kunnandans þatei ƕazuh hors aiþþau unhrains aiþþau faihufriks þatei ist galiugagude skalkinassaus ni habaiþ arbi in þiudangardjai Xristaus jah gudis		
Eph.5.6	ni manna izwis usluto lausaim waurdam þairh þoei qimiþ hatis gudis ana sunum ungalaubeinais		
Eph.5.7	ni wairþaiþ nu gadailans im		
Eph.5.8	wesuþ auk suman riqiz iþ nu liuhaþ in fraujin swe barna liuhadis gaggaiþ		
Eph.5.9	aþþan akran liuhadis ist in allai selein jah garaihtein jah sunjai		
Eph.5.10	gakiusandans þatei sijai waila galeikaiþ fraujin		
Eph.5.11	jah ni gamainjaiþ waurstwam riqizis		
Eph.5.17	duþþe ni wairþaiþ unfrodai ak fraþjandans ƕa sijai wilja fraujins		
Eph.5.18	jah ni anadrigkaiþ izwis weina in þammei ist usstiurei ak fullnaiþ in ahmin		
Eph.5.19	rodjandans izwis in psalmom jah hazeinim jah saggwim ahmeinaim siggwandans in hairtam izwaraim fraujin		
Eph.5.20	awiliudondans sinteino fram allaim in namin fraujins unsaris Iesuis Xristaus attin jah guda		
Eph.5.21	ufhausjandans izwis misso in agisa Xristaus		
Eph.5.22	qenes seinaim abnam ufhausjaina swaswe fraujin		
Eph.5.23	unte wair ist haubiþ qenais swaswe jah Xristus haubiþ aikklesjons jah is ist nasjands leikis		
Eph.5.24	akei swaswe aikklesjo ufhauseiþ Xristu swah qenes abnam seinaim in allamma		
Eph.5.25	jus wairos frijoþ qenins izwaros swaswe jah Xristus frijoda aikklesjon jah sik silban atgaf faur þo		
Eph.5.26	ei þo gaweihaidedi gahrainjands þwahla watins in waurda		
Eph.5.27	ei ustauhi silba sis wulþaga aikklesjon ni habandein wamme aiþþau maile aiþþau ƕa swaleikaize ak ei sijai weiha jah unwamma		
Eph.5.28	swa jah wairos skulun frijon seinos qenins swe leika seina sein silbins leik frijoþ saei seina qen frijoþ jah sik silban frijoþ		
Eph.5.29	ni auk manna ƕanhun sein leik fijaida ak fodeiþ ita jah warmeiþ swaswe jah Xristus aikklesjon		
Eph.6.8	taujiþ þiuþis þata ganimiþ at fraujin jaþþe skalks jaþþe freis		
Eph.6.9	fraletandans im ƕotos witandans þatei im jah izwis sama frauja ist in himinam jah wiljahalþei nist at imma		
Eph.6.10	þata nu anþar broþrjus meinai inswinþjaiþ izwis in fraujin jah in mahtai swinþeins is		
Eph.6.11	gahamoþ izwis sarwam gudis ei mageiþ standan wiþra listins diabulaus		
Eph.6.12	unte nist izwis brakja wiþra leik jah bloþ ak wiþra reikja jah waldufnja wiþra þans fairƕu habandans riqizis þis wiþra þo ahmeinona unseleins in þaim himinakundam		
Eph.6.13	duþþe nimiþ sarwa gudis ei mageiþ andstandan in þamma daga ubilin jah in allamma uswaurkjandans standan		
Eph.6.14	standaiþ nu ufgaurdanai hupins izwarans sunjai jag~gapaidodai brunjon garaihteins		
Eph.6.15	jag~gaskohai fotum in manwiþai aiwaggeljons gawairþjis		
Eph.6.16	ufar all andnimandans skildu galaubeinais þammei maguþ allos arƕaznos þis unseljins funiskos afƕapjan		
Eph.6.17	jah hilm naseinais nimaiþ jah meki ahmins þatei ist waurd gudis		
Eph.6.18	þairh allos aihtronins jah bidos aihtrondans in alla mela in ahmin jah du þamma wakandans sinteino usdaudein jah bidom fram allaim þaim weiham		
Eph.6.19	jah fram mis ei mis gibaidau		
Eph.6.20	faur þoei airino in kunawidom ei in izai gadaursjau swe skuljau rodjan		
Eph.6.21	aþþan ei jah jus witeiþ ƕa bi mik ist ƕa ik tauja kanneiþ izwis allata Twkeikus sa liuba broþar jah triggwa andbahts in fraujin		
Eph.6.22	þanei insandida du izwis duþþe ei kunneiþ ƕa bi mik ist jah gaþrafstjai hairtona izwara		
Eph.6.23	gawairþi broþrum jah friaþwa miþ galaubeinai fram guda attin jah fraujin Iesu Xristau		
Eph.6.24	ansts miþ allaim þaiei frijond fraujan unsarana Iesu Xristu in unriurein amen		
Eph.6.255	du Aifaisium ustauh		
Gal.1.0	du Galatim anastodeiþ		
Gal.1.1	Pawlus apaustaulus ni af mannam nih þairh mannan ak þairh Iesu Xristu jah guþ attan ize urraisida ina us dauþaim		
Gal.1.2	jah þai miþ mis allai broþrjus aikklesjom Galatiais		
Gal.1.3	ansts izwis jah gawairþi fram guda attin jah fraujin unsaramma Iesu Xristau		
Gal.1.4	izei gaf sik silban faur frawaurhtins unsaros ei uslausidedi uns us þamma andwairþin aiwa ubilin bi wiljin gudis jah attins unsaris		
Gal.1.5	þammei wulþus du aiwam amen		
Gal.1.6	sildaleikja ei swa sprauto afwandjanda af þamma laþondin izwis in anstai Xristaus du anþaramma aiwaggelja		
Gal.1.7	þatei nist anþar alja sumai sind þai drobjandans izwis jah wiljandans inwandjan aiwaggeli Xristaus		
Gal.1.20	aþþan þatei melja izwis sai in andwairþja gudis ei ni liuga		
Gal.1.21	þaþro qam ana fera Saurais jah Kileikiais		
Gal.1.22	unkunþs wlita aikklesjom Iudaias þaim in Xristau		
Gal.1.23	þatainei hausjandans wesun þatei saei wrak uns simle nu mereiþ galaubein þoei suman brak		
Gal.1.24	jah in mis mekilidedun guþ		
Gal.2.1	þaþroh bi fidwortaihun jera usiddja aftra in Iairusaulwma miþ Barnabin ganimands miþ mis jah Teitu		
Gal.2.2	uzuþ~þan~iddja bi andhuleinai jah ussok im aiwaggeli þatei merja in þiudos iþ sundro þaimei þuhta ibai sware rinnau aiþþau runnjau		
Gal.2.3	akei nih Teitus sa miþ mis Kreks wisands baidiþs was bimaitan		
Gal.2.4	aþþan in þize ufsliupandane galiugabroþre þaiei innufslupun biniuhsjan freijhals unsarana þanei aihum in Xristau Iesu ei unsis gaþiwaidedeina		
Gal.2.5	þaimei nih ƕeilohun gakunþedum ufhnaiwein ei sunja aiwaggeljons gastandai at izwis		
Gal.2.6	aþþan af þaim þugkjandam wisan ƕa ƕileikai simle wesun ni waiht mis wulþrais ist guþ mans andwairþi ni andsitiþ aþþan mis þai þugkjandans ni waiht anainsokun		
Gal.2.7	ak þata wiþrawairþo gasaiƕandans þatei gatrauaida was mis aiwaggeljo faurafilljis swaswe Paitru bimaitis		
Gal.2.8	unte saei waurstweig gatawida Paitrau du apaustaulein bimaitis waurstweig gatawida jah mis in þiudos		
Gal.2.9	jah ufkunnandans anst þo		
Gal.2.10	þatainei þizei unledane ei gamuneima þatei usdaudida þata silbo taujan		
Gal.2.11	aþþan þan qam Paitrus in Antiokjai in andwairþi imma andstoþ unte gatarhiþs was		
Gal.2.12	unte faurþizei qemeina sumai fram Iakobau miþ þiudom matida iþ biþe qemun ufslaup jah afskaiskaid sik ogands þans us bimaita		
Gal.2.13	jah miþlitidedun imma þai anþarai Iudaieis swaei Barnabas miþgatauhans warþ þizai litai ize		
Gal.2.14	ake biþe ik gasaƕ þatei ni raihtaba gaggand du sunjai aiwaggeljons qaþ du Paitrau faura allaim jabai þu Iudaius wisands þiudisko libais jah ni iudaiwisko ƕaiwa þiudos baideis iudaiwiskon		
Gal.2.15	weis raihtis wistai Iudaieis wisandans jah ni us þiudom frawaurhtai		
Gal.2.16	aþþan witandans þatei ni wairþiþ garaihts manna us waurstwam witodis alja þairh galaubein Iesuis Xristaus jah weis in Xristau Iesua galaubidedum ei garaihtai wairþaima us galaubeinai Xristaus Iesuis jah ni us waurstwam witodis unte ni wairþiþ garaihts us waurstwam witodis ainhun leike		
Gal.2.17	sokjandans ei garaihtai domjaindau in Xristau bigitanai sijum jas~silbans frawaurhtai þannu Xristus frawaurhtais andbahts nis~sijai		
Gal.2.18	unte jabai þatei gatar þata aftra timrja missataujandan mik silban ustaiknja		
