ref	text	parallel	translation
Lk.7.50	iþ is qaþ þan du þizai qinon galaubeins þeina ganasida þuk gagg in gawairþi		
Lk.8.1	jah warþ biþe afar þata ei jah is wratoda and baurgs jah haimos merjands jah wailaspillonds þiudangardja gudis jah þai twalib miþ imma		
Lk.8.2	jah qinons þozei wesun galeikinodos ahmane ubilaize jah sauhte jah Marja sei haitana was Magdalene us þizaiei usiddjedun unhulþons sibun		
Lk.8.3	jah Iohanna qens Kusins fauragaggjins Herodes jah Susanna jah anþaros managos þozei andbahtededun im us aiginam seinaim		
Lk.8.4	gaqumanaim þan hiumam managaim jah þaim þaiei us baurgim gaïddjedun du imma qaþ þairh gajukon		
Lk.8.5	urrann saiands du saian fraiwa seinamma jah miþþanei saiso sum gadraus faur wig jah gatrudan warþ jah fuglos himinis fretun þata		
Lk.8.6	jah anþar gadraus ana staina jah uskijanata gaþaursnoda in þizei ni habaida qrammiþa		
Lk.8.7	jah sum gadraus in midumai þaurniwe jah miþuskeinandans þai þaurnjus afƕapidedun þata		
Lk.8.8	jah anþar gadraus ana airþai godai jah uskeinoda jah tawida akran taihuntaihundfalþ þata þan qiþands ufwopida saei habai ausona du hausjan gahausjai		
Lk.8.9	frehun þan ina siponjos is qiþandans ƕa sijai so gajuko		
Lk.8.10	iþ is qaþ izwis atgiban ist kunnan runos þiudinassaus gudis iþ þaim anþaraim in gajukom ei saiƕandans ni gasaiƕaina jah gahausjandans ni fraþjaina		
Lk.8.11	aþþan þata ist so gajuko þata fraiw ist waurd gudis		
Lk.8.12	iþ þai wiþra wig sind þai hausjandans þaþroh qimiþ diabulus jah usnimiþ þata waurd af hairtin ize ei galaubjandans ni ganisaina		
Lk.8.13	iþ þai ana þamma staina ize þan hausjand miþ faheidai andnimand þata waurd jah þai waurtins ni haband þaiei du mela galaubjand jah in mela fraistubnjos afstandand		
Lk.8.14	iþ þata in þaurnuns gadriusando þai sind þai gahausjandans jah af saurgom jah gabein jah gabaurjoþum þizos libainais gaggandans afƕapnand jah ni gawrisqand		
Lk.8.15	iþ þata ana þizai godon airþai þai sind þai ize in hairtin godamma jah seljamma gahausjandans þata waurd gahaband jah akran bairand in þulainai		
Lk.8.16	aþþan ni manna lukarn tandjands dishuljiþ ita kasa aiþþau uf ligr satjiþ ak ana lukarnastaþin gasatjiþ ei þai inngaggandans saiƕaina liuhad		
Lk.8.17	ni auk ist analaugn þatei swikunþ ni wairþai nih fulgin þatei ni gakunnaidau jah in swekunþamma qimai		
Lk.8.18	saiƕiþ nu ƕaiwa hauseiþ unte saei habaiþ gibada imma jah saei ni habaiþ jah þatei þugkeiþ haban afnimada af imma		
Lk.8.19	atiddjedun þan du imma aiþei jah broþrjus is jah ni mahtedun andqiþan imma faura managein		
Lk.8.20	jah gataihan warþ imma þatei aiþei þeina jah broþrjus þeinai standand uta gasaiƕan þuk gairnjandona		
Lk.8.21	iþ is andhafjands qaþ du im aiþei meina jah broþrjus meinai þai sind þai waurd gudis gahausjandans jah taujandans		
Lk.8.22	warþ þan in ainamma þize dage jah is galaiþ in skip jah siponjos is jah qaþ du im galeiþam hindar þana marisaiw jah galiþun		
Lk.8.23	þaruh þan swe faridedun anasaislep jah atiddja skura windis in þana marisaiw jah gafullnodedun jah birekjai waurþun		
Lk.8.24	duatgaggandans þan urraisidedun ina qiþandans talzjand fraqistnam iþ is urreisands gasok winda jah þamma wega watins jah anaslawaidedun jah warþ wis		
Lk.8.25	qaþ þan du im ƕar ist galaubeins izwara ogandans þan sildaleikidedun qiþandans du sis misso ƕas siai sa ei jah windam faurbiudiþ jah watnam jah ufhausjand imma		
Lk.8.26	jah atfaridedun in gawi Gaddarene þatei ist wiþrawairþ Galeilaia		
Lk.8.27	usgaggandin þan imma ana airþa gamotida imma wair sums us baurg saei habaida unhulþons mela lagga jah wastjom ni gawasiþs was jah in garda ni gawas ak in hlaiwasnom		
Lk.8.28	gasaiƕands þan Iesu jah ufhropjands draus du imma jah stibnai mikilai qaþ ƕa mis jah þus Iesu sunau gudis hauhistins bidja þuk ni balwjais mis		
Lk.8.29	unte anabaud ahmin þamma unhrainjin usgaggan af þamma mann manag auk mel frawalw ina jah bundans was eisarnabandjom jah fotubandjom fastaiþs was jah dishniupands þos bandjos draibiþs was fram þamma unhulþin ana auþidos		
Lk.8.30	frah þan ina Iesus qiþands ƕa ist namo þein þaruh qaþ harjis unte unhulþons managos galiþun in ina		
Lk.8.31	jah bad ina ei ni anabudi im in afgrundiþa galeiþan		
Lk.8.32	wasuþ~þan jainar hairda sweine managaize haldanaize in þamma fairgunja jah bedun ina ei uslaubidedi im in þo galeiþan jah uslaubida im		
Lk.8.33	usgaggandans þan suns þai unhulþans af þamma mann galiþun in þo sweina jah rann sa wriþus and driuson in þana marisaiw jah afƕapnodedun		
Lk.8.34	gasaiƕandans þan þai haldandans þata waurþano gaþlauhun jah gataihun in baurg jah in weihsa		
Lk.8.35	usiddjedun þan saiƕan þata waurþano jah qemun at Iesua jah bigetun sitandan þana mannan af þammei unhulþons usiddjedun gawasidana jah fraþjandan faura fotum Iesuis jah ohtedun		
Lk.8.36	gataihun þan im jah þai gasaiƕandans ƕaiwa ganas sa daimonareis		
Lk.8.37	jah bedun ina allai gaujans þize Gaddarene galeiþan fairra sis unte agisa mikilamma dishabaidai wesun iþ is galeiþands in skip gawandida sik		
Lk.8.38	baþ þan ina sa wair af þammei þos unhulþons usiddjedun ei wesi miþ imma fralailot þan ina Iesus qiþands		
Lk.8.39	gawandei þuk du garda þeinamma jah usspillo ƕan filu gatawida þus guþ jah galaiþ and baurg alla merjands ƕan filu gatawida imma Iesus		
Lk.8.40	warþ þan miþþanei gawandida sik Iesus andnam ina managei wesun auk allai beidandans is		
Lk.8.41	jah sai qam wair þizei namo Iaeirus sah fauramaþleis swnagogais was jah driusands faura fotum Iesuis bad ina gaggan in gard seinana		
Lk.8.42	unte dauhtar ainoho was imma swe wintriwe twalibe jah so swalt miþþanei þan iddja is manageins þraihun ina		
Lk.8.43	jah qino wisandei in runa bloþis jera twalif soei in lekjans fraqam allamma aigina seinamma jah ni mahta was fram ainomehun galeikinon		
Lk.8.44	atgaggandei du aftaro attaitok skauta wastjos is jah suns gastoþ sa runs bloþis izos		
Lk.8.45	jah qaþ Iesus ƕas sa tekands mis laugnjandam þan allaim qaþ Paitrus jah þai miþ imma talzjand manageins biƕairband þuk jah þreihand jah qiþis ƕas sa tekands mis		
Lk.8.46	þaruh is qaþ taitok mis sums ik auk ufkunþa maht usgaggandein af mis		
Lk.8.47	gasaiƕandei þan so qino þatei ni galaugnida reirandei qam jah atdriusandei du imma in þizei attaitok imma gataih imma in andwairþja allaizos manageins jah ƕaiwa gahailnoda suns		
Lk.8.48	iþ Iesus qaþ du izai þrafstei þuk dauhtar galaubeins þeina ganasida þuk gagg in gawairþja		
Lk.8.49	nauhþan imma rodjandin gaggiþ sums manne fram þis fauramaþleis swnagogais qiþands du imma þatei gadauþnoda dauhtar þeina ni draibei þana laisari		
Lk.8.50	iþ is gahausjands andhof imma qiþands ni faurhtei þatainei galaubei jah ganasjada		
Lk.8.51	qimands þan in garda ni fralailot ainohun inngaggan alja Paitru jah Iakobu jah Iohannen jah þana attan þizos maujos jah aiþein		
Lk.8.52	gaigrotun þan allai jah faiflokun þo þaruh qaþ ni gretiþ unte ni gaswalt ak slepiþ		
Lk.8.53	jah bihlohun ina gasaiƕandans þatei gaswalt		
Lk.8.54	þanuh is usdreibands allans ut jah fairgreipands handu izos wopida qiþands mawi urreis		
Lk.8.55	jah gawandida ahman izos jah ustoþ suns jah anabaud izai giban mat		
Lk.8.56	jah usgeisnodedun fadrein izos iþ is faurbaud im ei mann ni qiþeina þata waurþano		
Lk.9.1	gahaitands þan þans twalif apaustauluns atgaf im maht jah waldufni ufar allaim unhulþom jah sauhtins gahailjan		
Lk.9.2	jah insandida ins merjan þiudangardja gudis jah gahailjan allans þans unhailans		
Lk.9.3	jah qaþ du im ni waiht nimaiþ in wig nih waluns nih matibalg nih hlaib nih skattans nih þan tweihnos paidos haban		
Lk.9.4	jah in þanei gard gaggaiþ þar saljiþ jah þaþroh usgaggaiþ		
Lk.9.5	jah swa managai swe ni andnimaina izwis usgaggandans us þizai baurg jainai jah mulda af fotum izwaraim afhrisjaiþ du weitwodiþai ana ins		
Lk.9.6	usgaggandans þan þairhiddjedun and haimos wailamerjandans jah leikinondans and all		
Lk.9.7	gahausida þan Herodis sa taitrarkes þo waurþanona fram imma alla jah þahta unte qeþun sumai þatei Iohannes urrais us dauþaim		
Lk.9.8	sumai þan qeþun þatei Helias ataugida sik sumaiuþ~þan þatei praufetus sums þize airizane usstoþ		
Lk.9.9	jah qaþ Herodes Iohannau ik haubiþ afmaimait iþ ƕas ist sa bi þanei ik hausja swaleik jah sokida ina gasaiƕan		
Lk.9.10	jah gawandjandans sik apaustauleis usspillodedun imma swa filu swe gatawidedun jah andnimands ins afiddja sundro ana staþ auþjana baurgs namnidaizos Baidsaiïdan		
Lk.9.11	iþ þos manageins finþandeins laistidedun afar imma jah andnimands ins rodida du im þo bi þiudangardja gudis jah þans þarbans leikinassaus gahailida		
Lk.9.12	þanuh dags juþan dugann hneiwan atgaggandans þan du imma þai twalif qeþun du imma fralet þo managein ei galeiþandans in þos bisunjane haimos jah weihsa saljaina jah bugjaina sis matins unte her in auþjamma stada sium		
Lk.9.13	þanuh qaþ du im gibiþ im jus matjan iþ eis qeþun du imma nist hindar uns maizo fimf hlaibam jah fiskos twai niba þau þatei weis gaggandans bugjaima allai þizai manaseidai matins		
Lk.9.14	wesun auk swe fimf þusundjos waire qaþ þan du siponjam seinaim gawaurkeiþ im anakumbjan kubituns ana ƕarjanoh fimf tiguns		
Lk.9.15	jah gatawidedun swa jah gatawidedun anakumbjan allans		
Lk.9.16	nimands þan þans fimf hlaibans jah twans fiskans insaiƕands du himina gaþiuþida ins jah gabrak jah gaf siponjam du faurlagjan þizai managein		
Lk.9.17	jah matidedun jah sadai waurþun allai jah ushafan warþ þatei aflifnoda im gabruko tainjons twalif		
Lk.9.18	jah warþ miþþanei was is bidjands sundro gamotidedun imma siponjos is jah frah ins qiþands ƕana mik qiþand wisan þos manageins		
Lk.9.19	iþ eis andhafjandans qeþun Iohannen þana daupjand anþarai þan Heleian sumai þan þatei praufetus sums þize airizane usstoþ		
Lk.9.20	qaþ þan du im aþþan jus ƕana mik qiþiþ wisan andhafjands þan Paitrus qaþ þu is Xristus sunus gudis		
Lk.9.21	iþ is þan gaƕotjands im faurbauþ ei mann ni qiþeina þata		
Lk.9.22	qiþands þatei skal sunus mans manag winnan jah uskusans fram sinistam wairþan jah gudjam jah bokarjam jah usqiman jah þridjin daga urreisan		
Lk.9.23	qaþ þan du allaim jabai ƕas wili afar mis gaggan afaikai sik silban jah nimai galgan seinana dag ƕanoh jah laistjai mik		
Lk.9.24	saei allis wili saiwala seina nasjan fraqisteiþ izai aþþan saei fraqisteiþ saiwalai seinai in meina ganasjiþ þo		
Lk.9.25	ƕo allis þaurfte gataujiþ sis manna gageigands þo manased alla iþ sis silbin fraqistjands aiþþau gasleiþjands		
Lk.9.26	saei allis skamaiþ sik meina aiþþau meinaize waurde þizuh sunus mans skamaid sik biþe qimiþ in wulþu seinamma jah attins jah þize weihane aggele		
Lk.9.27	qiþuh þan izwis sunja sind sumai þize her standandane þaiei ni kausjand dauþau unte gasaiƕand þiudinassau gudis		
Lk.9.28	waurþun þan afar þo waurda swe dagos ahtau ganimands Paitru jah Iakobu jah Iohannen usiddja in fairguni bidjan		
Lk.9.29	jah warþ miþþanei baþ is siuns andwairþjis is anþara jah gawaseins is ƕeita skeinandei		
Lk.9.30	jah sai wairos twai miþrodidedun imma þaiei wesun Moses jah Helias		
Lk.9.31	þai gasaiƕanans in wulþau qeþun urruns is þoei skulda usfulljan in Iairusalem		
Lk.9.32	iþ Paitrus jah þai miþ imma wesun kauridai slepa gawaknandans þan gaseƕun wulþu is jah þans twans wairans þans miþstandandans imma		
Lk.9.33	jah warþ miþþanei afskaiskaidun sik af imma qaþ Paitrus du Iesua talzjand god ist unsis her wisan jah gawaurkjaima hleiþros þrins aina þus jah aina Mose jah aina Helijin ni witands ƕa qiþiþ		
Lk.9.34	þata þan imma qiþandin warþ milhma jah ufarskadwida ins faurhtidedun þan in þammei jainai qemun in þamma milhmin		
Lk.9.35	jah stibna warþ us þamma milhmin qiþandei sa ist sunus meins sa liuba þamma hausjaiþ		
Lk.9.36	jah miþþanei warþ so stibna bigitans warþ Iesus ains jah eis þahaidedun jah mann ni gataihun in jainaim dagam ni waiht þizei gaseƕun		
Lk.9.37	warþ þan in þamma afardaga dalaþ atgaggandam im af fairgunja gamotida imma manageins filu		
Lk.9.38	jah sai manna us þizai managein ufwopida qiþands laisari bidja þuk insaiƕan du sunu meinamma unte ainaha mis ist		
Lk.9.39	jah sai ahma nimiþ ina unhrains jah anaks hropeiþ jah tahjiþ ina miþ ƕaþon jah halisaiw aflinniþ af imma gabrikands ina		
Lk.9.40	jah baþ siponjans þeinans ei usdribeina imma jah ni mahtedun		
Lk.9.41	andhafjands þan Iesus qaþ o kuni ungalaubjando jah inwindo und ƕa siau at izwis jah þulau izwis attiuh þana sunu þeinana hidrei		
Lk.9.42	þaruh nauhþan duatgaggandin imma gabrak ina sa unhulþa jah tahida gaƕotida þan Iesus ahmin þamma unhrainjin jah gahailida þana magu jah atgaf ina attin is		
Lk.9.43	usfilmans þan waurþun allai ana þizai mikilein gudis at allaim þan sildaleikjandam bi alla þoei gatawida Iesus qaþ Paitrus frauja duƕe weis ni mahtedum usdreiban þamma iþ Iesus qaþ þata kuni ni usgaggiþ nibai in bidom jah in fastubnja qaþ þan du siponjam seinaim		
Lk.9.44	lagjiþ jus in ausona izwara þo waurda unte sunus mans skulds ist atgiban in handuns manne		
Lk.9.45	iþ eis ni froþun þamma waurda jah was gahuliþ faura im ei ni froþeina imma jah ohtedun fraihnan ina bi þata waurd		
Lk.9.46	galaiþ þan mitons in ins þata ƕarjis þau ize maists wesi		
Lk.9.47	iþ Iesus gasaiƕands þo miton hairtins ize fairgreipands barn gasatida faura sis		
Lk.9.48	jah qaþ du im saƕazuh saei andnimiþ þata barn ana namin meinamma mik andnimiþ jah saƕazuh saei mik andnimiþ andnimiþ þana sandjandan mik unte sa minnista wisands in allaim izwis sa wairþiþ mikils		
Lk.9.49	andhafjands þan Iohannes qaþ talzjand gaseƕum sumana ana þeinamma namin usdreibandan unhulþons jah waridedun imma unte ni laisteiþ miþ unsis		
Lk.9.50	jah qaþ du im Iesus ni warjiþ unte saei nist wiþra izwis faur izwis ist ni ainshun auk ist manne saei ni gawaurkjai maht in namin meinamma		
Lk.9.51	warþ þan in þammei usfulnodedun dagos andanumtais is jah is andwairþi seinata gatulgida du gaggan in Iairusalem		
Lk.9.52	jah insandida airuns faura sis jah gaggandans galiþun in haim Samareite swe manwjan imma		
Lk.9.53	jah ni andnemun ina unte andwairþi is was gaggando du Iairusalem		
Lk.9.54	gasaiƕandans þan siponjos is Iakobus jah Iohannes qeþun frauja wileizu ei qiþaima fon atgaggai us himina jah fraqimai im swe jah Heleias gatawida		
Lk.9.55	gawandjands þan gasok im jah qaþ du im niu wituþ ƕis ahmane sijuþ		
Lk.9.56	unte sunus mans ni qam saiwalom qistjan ak nasjan jah iddjedun in anþara haim		
Lk.9.57	warþ þan gaggandam im in wiga qaþ sums du imma laistja þuk þisƕaduh þadei gaggis frauja		
Lk.9.58	jah qaþ du imma Iesus fauhons grobos aigun jah fuglos himinis sitlans iþ sunus mans ni habaiþ ƕar haubiþ galagjai		
Lk.9.59	qaþ þan du anþaramma laistei mik iþ is qaþ frauja uslaubei mis galeiþan faurþis jah usfilhan attan meinana		
Lk.9.60	qaþ þan du imma Iesus let þans dauþans usfilhan seinans nawins iþ þu gagg jah gaspillo þiudangardja gudis		
Lk.9.61	qaþ þan jah anþar laistja þuk frauja iþ faurþis uslaubei mis andqiþan þaim þaiei sind in garda meinamma		
Lk.9.62	qaþ þan du imma Iesus ni manna uslagjands handu seina ana hohan jah saiƕands aftra gatils ist in þiudangardja gudis		
Lk.10.1	afaruþ~þan þata ustaiknida frauja jah anþarans sibuntehund jah insandida ins twans ƕanzuh faura andwairþja seinamma in all baurge jah stade þadei munaida is gaggan		
Lk.10.2	qaþuh þan du im asans managa iþ waurstwjans fawai bidjiþ nu fraujan asanais ei ussatjai waurstwjans in þo asan seina		
Lk.10.3	gaggiþ sai ik insandja izwis swe lamba in midumai wulfe		
Lk.10.4	ni bairaiþ pugg nih matibalg nih gaskohi ni mannanhun bi wig goljaiþ		
Lk.10.5	in þane gardei inngaggaiþ frumist qiþaiþ gawairþi þamma garda		
Lk.10.6	jah jabai sijai jainar sunus gawairþjis gaƕeilaiþ sik ana imma gawairþi izwar iþ jabai ni du izwis gawandjai		
Lk.10.7	inuh þan þamma garda wisaiþ matjandans jah driggkandans þo at im wairþs auk ist waurstwja mizdons seinaizos ni faraiþ us garda in gard		
Lk.10.8	jah in þoei baurge gaggaiþ jah andnimaina izwis matjaiþ þata faurlagido izwis		
Lk.10.9	jah lekinoþ þans in izai siukans jah qiþiþ du im atneƕida ana izwis þiudangardi gudis		
Lk.10.10	iþ in þoei baurge inngaggaiþ jah ni andnimaina izwis usgaggandans ana fauradaurja izos qiþaiþ		
Lk.10.11	jah stubju þana gahaftnandan unsis us þizai baurg izwarai ana fotuns unsarans afhrisjam izwis sweþauh þata witeiþ þatei atneƕida sik ana izwis þiudangardi gudis		
Lk.10.12	qiþa izwis þatei Saudaumjam in jainamma daga sutizo wairþiþ þau þizai baurg jainai		
Lk.10.13	wai þus Kaurazein wai þus Baiþsaïdan unte iþ in Twrai jah Seidonai waurþeina mahteis þozei waurþun in izwis airis þau in sakkum jah azgon sitandeins gaïdreigodedeina		
Lk.10.14	sweþauh Twrai jah Seidonai sutizo wairþiþ in daga stauos þau izwis		
Lk.10.15	jah þu Kafarnaum þu und himin ushauhido und halja gadrausjaza		
Lk.10.16	saei hauseiþ izwis mis hauseiþ jah saei ufbrikiþ izwis mis ufbrikiþ iþ saei ufbrikiþ mis ufbrikiþ þamma sandjandin mik		
Lk.10.17	gawandidedun þan sik þai sibuntehund miþ fahedai qiþandans frauja jah unhulþons ufhausjand unsis in namin þeinamma		
Lk.10.18	qaþ þan du im gasaƕ Satanan swe lauhmunja driusandan us himina		
Lk.10.19	sai atgaf izwis waldufni trudan ufaro waurme jah skaurpjono jah ana allai mahtai fijandis jah waihte ainohun izwis ni gaskaþjiþ		
Lk.10.20	sweþauh þamma ni faginoþ ei þai ahmans izwis ufhausjand iþ faginod in þammei namna izwara gamelida sind in himinam		
Lk.10.21	inuh þizai ƕeilai swegnida ahmin Iesus jah qaþ andhaita þus atta frauja himinis jah airþos unte affalht þo faura snutraim jah frodaim jah andhulides þo niuklahaim jai atta unte swa warþ galeikaiþ in andwairþja þeinamma jah gawandiþs du siponjam seinaim qaþ		
Lk.10.22	all mis atgiban ist fram attin meinamma jah ni ƕashun kann ƕas ist sunus alja atta jah ƕas ist atta alja sunus jah þammei wili sunus andhuljan		
Lk.10.23	jah gawandiþs du siponjam seinaim sundro qaþ audaga augona þoei saiƕand þoei jus saiƕiþ		
Lk.10.24	qiþa auk izwis þatei managai praufeteis jah þiudanos wildedun saiƕan þatei jus saiƕiþ jah ni gaseƕun jah hausjan þatei jus hauseiþ jah ni gahausidedun		
Lk.10.25	jah sai witodafasteis sums ustoþ fraisands ina jah qiþands laisari ƕa taujands libainais aiweinons arbja wairþa		
