ref	surface	lemma	pos	features	stem_class	ms	position	variation
Jn.14.3	izwis	þu	pron	{"case": "ACC", "number": "PL"}		1	12	0
Jn.14.3	du	du	prep	{}		1	13	0
Jn.14.3	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	14	0
Jn.14.3	silbin	silba	pron	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}	a-stem	1	15	0
Jn.14.3	ei	ei	conj	{}		1	16	0
Jn.14.3	þarei	þarei	adv	{}		1	17	0
Jn.14.3	im	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	18	0
Jn.14.3	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	19	0
Jn.14.3	þaruh	þaruh	adv	{}		1	20	0
Jn.14.3	sijuþ	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	1	21	0
Jn.14.3	jah	jah		{}		1	22	0
Jn.14.3	jus	þu	pron	{"case": "NOM", "number": "PL"}		1	23	0
Jn.14.4	jah	jah		{}		1	1	0
Jn.14.4	þadei	þadei	adv	{}		1	2	0
Jn.14.4	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	3	0
Jn.14.4	gagga	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-VII	1	4	0
Jn.14.4	kunnuþ	kunnan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	pret-pres	1	5	0
Jn.14.4	jah	jah		{}		1	6	0
Jn.14.4	þana	sa	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	7	0
Jn.14.4	wig	wigs	noun	{"case": "ACC", "number": "SG", "gender": "M"}	a-stem	1	8	0
Jn.14.4	kunnuþ	kunnan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	pret-pres	1	9	0
Jn.14.5	þaruh	þaruh	conj	{}		1	1	0
Jn.14.5	qaþ	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	2	0
Jn.14.5	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	3	0
Jn.14.5	Þomas	Þomas	name	{"case": "NOM", "number": "SG", "gender": "N"}		1	4	0
Jn.14.5	frauja	frauja	noun	{"case": "VOC", "number": "SG", "gender": "M"}	an-stem	1	5	0
Jn.14.5	ni	ni		{}		1	6	0
Jn.14.5	witum	witan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	pret-pres	1	7	0
Jn.14.5	ƕaþ	ƕaþ	adv	{}		1	8	0
Jn.14.5	gaggis	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	strong-VII	1	9	0
Jn.14.5	jah	jah		{}		1	10	0
Jn.14.5	ƕaiwa	ƕaiwa	adv	{}		1	11	0
Jn.14.5	magum	magan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "1"}	pret-pres	1	12	0
Jn.14.5	þana	sa	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	13	0
Jn.14.5	wig	wigs	noun	{"case": "ACC", "number": "SG", "gender": "M"}	a-stem	1	14	0
Jn.14.5	kunnan	kunnan	verb	{"mood": "INF", "voice": "ACT"}	pret-pres	1	15	0
Jn.14.6	wigs	wigs	noun	{"case": "NOM", "number": "SG", "gender": "M"}	a-stem	1	7	0
Jn.14.6	jah	jah		{}		1	8	0
Jn.14.6	sunja	sunja	noun	{"case": "NOM", "number": "SG", "gender": "F"}	jō-stem	1	9	0
Jn.14.6	jah	jah		{}		1	10	0
Jn.14.6	libains	libains	noun	{"case": "NOM", "number": "SG", "gender": "F"}	i-stem	1	11	0
Jn.14.6	ainshun	ainshun	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	12	0
Jn.14.6	ni	ni		{}		1	13	0
Jn.14.6	qimiþ	qiman	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-IV	1	14	0
Jn.14.6	at	at	prep	{}		1	15	0
Jn.14.6	attin	atta	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	1	16	0
Jn.14.6	niba	nibai	conj	{}		1	17	0
Jn.14.6	þairh	þairh	prep	{}		1	18	0
Jn.14.6	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	19	0
Jn.14.6	qaþ	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	1	0
Jn.14.6	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	2	0
Jn.14.6	Iesus	Iesus	name	{"case": "NOM", "number": "SG", "gender": "N"}		1	3	0
Jn.14.6	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	4	0
Jn.14.6	im	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	5	0
Jn.14.6	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	6	0
Jn.14.7	iþ	iþ	conj	{}		1	1	0
Jn.14.7	kunþedeiþ	kunnan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PST", "number": "PL", "person": "2"}	pret-pres	1	2	0
Jn.14.7	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	3	0
Jn.14.7	aiþþau	aiþþau	conj	{}		1	4	0
Jn.14.7	kunþedeiþ	kunnan	verb	{"voice": "ACT", "mood": "OPT", "tense": "PST", "number": "PL", "person": "2"}	pret-pres	1	5	0
Jn.14.7	jah	jah		{}		1	6	0
Jn.14.7	attan	atta	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	1	7	0
Jn.14.7	meinana	meins	pron	{"strength": "STR", "gender": "M", "case": "ACC", "number": "SG"}	a-stem	1	8	0
Jn.14.7	jah	jah		{}		1	9	0
Jn.14.7	þan	þan	conj	{}		1	10	0
Jn.14.7	fram	fram	prep	{}		1	11	0
Jn.14.7	himma	hi-	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	12	0
Jn.14.7	himma	hi-	pron	{"gender": "N", "case": "DAT", "number": "SG"}		1	12	0
Jn.14.7	kunnuþ	kunnan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	pret-pres	1	13	0
Jn.14.7	ina	is	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	14	0
Jn.14.7	jah	jah		{}		1	15	0
Jn.14.7	gasaiƕiþ	ga-saiƕan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	1	16	0
Jn.14.7	ina	is	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	17	0
Jn.14.8	iþ	iþ	conj	{}		1	1	0
Jn.14.8	Filippus	Filippus	name	{"case": "NOM", "number": "SG", "gender": "M"}	u-stem	1	2	0
Jn.14.8	qaþuh	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	3	0
Jn.14.8	qaþuh	-uh	ptcl	{}		1	3	0
Jn.14.8	du	du	prep	{}		1	4	0
Jn.14.8	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	5	0
Jn.14.8	frauja	frauja	noun	{"case": "VOC", "number": "SG", "gender": "M"}	an-stem	1	6	0
Jn.14.8	augei	augjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	weak-I	1	7	0
Jn.14.8	unsis	ik	pron	{"case": "DAT", "number": "PL"}		1	8	0
Jn.14.8	þana	sa	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	9	0
Jn.14.8	attan	atta	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	1	10	0
Jn.14.8	þatuh	sah	pron	{"gender": "N", "case": "NOM", "number": "SG"}		1	11	0
Jn.14.8	þatuh	sa	pron	{"gender": "N", "case": "NOM", "number": "SG"}		1	11	0
Jn.14.8	ganah	ga-nah	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	pret-pres	1	12	0
Jn.14.8	unsis	ik	pron	{"case": "ACC", "number": "PL"}		1	13	0
Jn.14.9	þaruh	þaruh	conj	{}		1	1	0
Jn.14.9	qaþ	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	2	0
Jn.14.9	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		1	3	0
Jn.14.9	Iesus	Iesus	name	{"case": "NOM", "number": "SG", "gender": "N"}		1	4	0
Jn.14.9	swalaud	swalauþs	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	1	5	0
Jn.14.9	swalaud	swalauþs	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	1	5	0
Jn.14.9	melis	mel	noun	{"case": "GEN", "number": "SG", "gender": "N"}	a-stem	1	6	0
Jn.14.9	miþ	miþ	prep	{}		1	7	0
Jn.14.9	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	8	0
Jn.14.9	was	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	strong-V	1	9	0
Jn.14.9	jah	jah		{}		1	10	0
Jn.14.9	ni	ni		{}		1	11	0
Jn.14.9	ufkunþes	uf-kunnan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "2"}	weak-III	1	12	0
Jn.14.9	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	13	0
Jn.14.9	Filippu	Filippus	name	{"case": "VOC", "number": "SG", "gender": "M"}	u-stem	1	14	0
Jn.14.9	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	15	0
Jn.14.9	gasaƕ	ga-saiƕan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	16	0
Jn.14.9	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	17	0
Jn.14.9	gasaƕ	ga-saiƕan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	1	18	0
Jn.14.9	attan	atta	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	1	19	0
Jn.14.9	jah	jah		{}		1	20	0
Jn.14.9	ƕaiwa	ƕaiwa	adv	{}		1	21	0
Jn.14.9	þu	þu	pron	{"case": "NOM", "number": "SG"}		1	22	0
Jn.14.9	qiþis	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	strong-V	1	23	0
Jn.14.9	augei	augjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "SG", "person": "2"}	weak-I	1	24	0
Jn.14.9	unsis	ik	pron	{"case": "DAT", "number": "PL"}		1	25	0
Jn.14.9	þana	sa	pron	{"gender": "M", "case": "ACC", "number": "SG"}		1	26	0
Jn.14.9	attan	atta	noun	{"case": "ACC", "number": "SG", "gender": "M"}	an-stem	1	27	0
Jn.14.10	niu	niu		{}		1	1	0
Jn.14.10	galaubeis	ga-laubjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	weak-I	1	2	0
Jn.14.10	þatei	þatei	conj	{}		1	3	0
Jn.14.10	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	4	0
Jn.14.10	in	in	prep	{}		1	5	0
Jn.14.10	attin	atta	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	1	6	0
Jn.14.10	jah	jah		{}		1	7	0
Jn.14.10	atta	atta	noun	{"case": "NOM", "number": "SG", "gender": "M"}	an-stem	1	8	0
Jn.14.10	in	in	prep	{}		1	9	0
Jn.14.10	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	10	0
Jn.14.10	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	11	0
Jn.14.10	þo	sa	pron	{"gender": "N", "case": "ACC", "number": "PL"}		1	12	0
Jn.14.10	waurda	waurd	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	1	13	0
Jn.14.10	þoei	saei	pron	{"gender": "N", "case": "ACC", "number": "PL"}		1	14	0
Jn.14.10	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	15	0
Jn.14.10	rodja	rodjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	1	16	0
Jn.14.10	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	17	0
Jn.14.10	af	af	prep	{}		1	18	0
Jn.14.10	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	19	0
Jn.14.10	silbin	silba	pron	{"strength": "WK", "gender": "M", "case": "DAT", "number": "SG"}	a-stem	1	20	0
Jn.14.10	ni	ni		{}		1	21	0
Jn.14.10	rodja	rodjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	1	22	0
Jn.14.10	ak	ak	conj	{}		1	23	0
Jn.14.10	atta	atta	noun	{"case": "NOM", "number": "SG", "gender": "M"}	an-stem	1	24	0
Jn.14.10	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	25	0
Jn.14.10	in	in	prep	{}		1	26	0
Jn.14.10	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	27	0
Jn.14.10	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	1	28	0
Jn.14.10	sa	sa	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	29	0
Jn.14.10	taujiþ	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	30	0
Jn.14.10	þo	sa	pron	{"gender": "N", "case": "ACC", "number": "PL"}		1	31	0
Jn.14.10	waurstwa	waurstw	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	1	32	0
Jn.14.11	galaubeiþ	ga-laubjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	1	0
Jn.14.11	galaubeiþ	ga-laubjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	1	0
Jn.14.11	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	2	0
Jn.14.11	þatei	þatei	conj	{}		1	3	0
Jn.14.11	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	4	0
Jn.14.11	in	in	prep	{}		1	5	0
Jn.14.11	attin	atta	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	1	6	0
Jn.14.11	jah	jah		{}		1	7	0
Jn.14.11	atta	atta	noun	{"case": "NOM", "number": "SG", "gender": "M"}	an-stem	1	8	0
Jn.14.11	in	in	prep	{}		1	9	0
Jn.14.11	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	10	0
Jn.14.11	iþ	iþ	conj	{}		1	11	0
Jn.14.11	jabai	jabai	conj	{}		1	12	0
Jn.14.11	ni	ni		{}		1	13	0
Jn.14.11	in	in	prep	{}		1	14	0
Jn.14.11	þize	sa	pron	{"gender": "N", "case": "GEN", "number": "PL"}		1	15	0
Jn.14.11	waurstwe	waurstw	noun	{"case": "GEN", "number": "PL", "gender": "N"}	a-stem	1	16	0
Jn.14.11	ni	ni		{}		1	17	0
Jn.14.11	galaubeiþ	ga-laubjan	verb	{"voice": "ACT", "mood": "IMP", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	18	0
Jn.14.11	galaubeiþ	ga-laubjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	weak-I	1	18	0
Jn.14.11	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	19	0
Jn.14.12	amen	amen	noun	{}		1	1	0
Jn.14.12	amen	amen	noun	{}		1	2	0
Jn.14.12	qiþa	qiþan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-V	1	3	0
Jn.14.12	izwis	þu	pron	{"case": "DAT", "number": "PL"}		1	4	0
Jn.14.12	saei	saei	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	5	0
Jn.14.12	galaubeid	ga-laubjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	6	0
Jn.14.12	mis	ik	pron	{"case": "DAT", "number": "SG"}		1	7	0
Jn.14.12	þo	sa	pron	{"gender": "N", "case": "ACC", "number": "PL"}		1	8	0
Jn.14.12	waurstwa	waurstw	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	1	9	0
Jn.14.12	þoei	saei	pron	{"gender": "N", "case": "ACC", "number": "PL"}		1	10	0
Jn.14.12	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	11	0
Jn.14.12	tauja	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	1	12	0
Jn.14.12	jah	jah		{}		1	13	0
Jn.14.12	is	is	pron	{"gender": "M", "case": "NOM", "number": "SG"}		1	14	0
Jn.14.12	taujiþ	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	15	0
Jn.14.12	jah	jah		{}		1	16	0
Jn.14.12	maizona	maiza	adj	{"strength": "WK", "gender": "N", "case": "ACC", "number": "PL"}		1	17	0
Jn.14.12	þaim	sa	pron	{"gender": "N", "case": "DAT", "number": "PL"}		1	18	0
Jn.14.12	taujiþ	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	19	0
Jn.14.12	unte	unte	conj	{}		1	20	0
Jn.14.12	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	21	0
Jn.14.12	du	du	prep	{}		1	22	0
Jn.14.12	attin	atta	noun	{"case": "DAT", "number": "SG", "gender": "M"}	an-stem	1	23	0
Jn.14.12	gagga	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	strong-VII	1	24	0
Jn.14.13	jah	jah		{}		1	1	0
Jn.14.13	þatei	saei	pron	{"gender": "N", "case": "ACC", "number": "SG"}		1	2	0
Jn.14.13	ƕa	ƕas	pron	{"gender": "N", "case": "ACC", "number": "SG"}		1	3	0
Jn.14.13	bidjiþ	bidjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	1	4	0
Jn.14.13	in	in	prep	{}		1	5	0
Jn.14.13	namin	namo	noun	{"case": "DAT", "number": "SG", "gender": "N"}	n-stem	1	6	0
Jn.14.13	meinamma	meins	pron	{"strength": "STR", "gender": "N", "case": "DAT", "number": "SG"}	a-stem	1	7	0
Jn.14.13	þata	sa	pron	{"gender": "N", "case": "ACC", "number": "SG"}		1	8	0
Jn.14.13	tauja	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	1	9	0
Jn.14.13	ei	ei	conj	{}		1	10	0
Jn.14.13	hauhjaidau	hauhjan	verb	{"voice": "PASS", "mood": "OPT", "tense": "PRS", "number": "SG", "person": "3"}	weak-I	1	11	0
Jn.14.13	atta	atta	noun	{"case": "NOM", "number": "SG", "gender": "M"}	an-stem	1	12	0
Jn.14.13	in	in	prep	{}		1	13	0
Jn.14.13	sunau	sunus	noun	{"case": "DAT", "number": "SG", "gender": "M"}	u-stem	1	14	0
Jn.14.14	jabai	jabai	conj	{}		1	1	0
Jn.14.14	ƕis	ƕas	pron	{"gender": "N", "case": "GEN", "number": "SG"}		1	2	0
Jn.14.14	bidjiþ	bidjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	strong-V	1	3	0
Jn.14.14	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	4	0
Jn.14.14	in	in	prep	{}		1	5	0
Jn.14.14	namin	namo	noun	{"case": "DAT", "number": "SG", "gender": "N"}	n-stem	1	6	0
Jn.14.14	meinamma	meins	pron	{"strength": "STR", "gender": "N", "case": "DAT", "number": "SG"}	a-stem	1	7	0
Jn.14.14	ik	ik	pron	{"case": "NOM", "number": "SG"}		1	8	0
Jn.14.14	tauja	taujan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "1"}	weak-I	1	9	0
Jn.14.15	jabai	jabai	conj	{}		1	1	0
Jn.14.15	mik	ik	pron	{"case": "ACC", "number": "SG"}		1	2	0
Jn.14.15	frijoþ	frijon	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "PL", "person": "2"}	weak-II	1	3	0
Jn.14.15	frijoþ	frijon	verb	{"voice": "ACT", "mood": "OPT", "tense": "PRS", "number": "PL", "person": "2"}	weak-II	1	3	0
