ref	surface	lemma	pos	features	stem_class	ms	position	variation
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	2	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	2	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	2	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	2	12	1
Eph.1.22	aikklesjon	aikklesjo	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ōn-stem	2	13	1
Eph.1.22	aikklesjon	aikklesjo	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ōn-stem	2	13	1
Eph.1.22	jah	jah		{}		3	1	1
Eph.1.22	all	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	a-stem	3	2	4
Eph.1.22	all	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	a-stem	3	2	4
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	weak-I	3	3	1
Eph.1.22	ufhnaiwida	uf-hnaiwjan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "SG"}	weak-I	3	3	1
Eph.1.22	uf	uf	prep	{}		3	4	1
Eph.1.22	fotuns	fotus	noun	{"case": "ACC", "number": "PL", "gender": "M"}	u-stem	3	5	1
Eph.1.22	imma	is	pron	{"gender": "M", "case": "DAT", "number": "SG"}		3	6	1
Eph.1.22	imma	is	pron	{"gender": "N", "case": "DAT", "number": "SG"}		3	6	1
Eph.1.22	jah	jah		{}		3	7	1
Eph.1.22	ina	is	pron	{"gender": "M", "case": "ACC", "number": "SG"}		3	8	1
Eph.1.22	atgaf	at-giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "1"}	strong-V	3	9	1
Eph.1.22	atgaf	at-giban	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "SG", "person": "3"}	strong-V	3	9	1
Eph.1.22	haubiþ	haubiþ	noun	{"case": "ACC", "number": "SG", "gender": "N"}	a-stem	3	10	1
Eph.1.22	haubiþ	haubiþ	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	3	10	1
Eph.1.22	ufar	ufar	prep	{}		3	11	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	3	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	3	12	1
Eph.1.22	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	3	12	1
Eph.1.22	aikklesjon	aikklesjo	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ōn-stem	3	13	1
Eph.1.22	aikklesjon	aikklesjo	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ōn-stem	3	13	1
Eph.1.23	sei	izei		{}		2	1	1
Eph.1.23	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	2	2	1
Eph.1.23	leik	leik	noun	{"case": "ACC", "number": "SG", "gender": "N"}	a-stem	2	3	1
Eph.1.23	leik	leik	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	2	3	1
Eph.1.23	is	is	pron	{"gender": "M", "case": "GEN", "number": "SG"}		2	4	1
Eph.1.23	is	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	strong-V	2	4	1
Eph.1.23	is	is	pron	{"gender": "N", "case": "GEN", "number": "SG"}		2	4	1
Eph.1.23	is	is	pron	{"gender": "M", "case": "NOM", "number": "SG"}		2	4	1
Eph.1.23	fullo	fullo	noun	{"case": "NOM", "number": "SG", "gender": "F"}	ōn-stem	2	5	1
Eph.1.23	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		2	6	1
Eph.1.23	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		2	6	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	2	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	2	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	2	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	2	7	1
Eph.1.23	in	in	prep	{}		2	8	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	a-stem	2	9	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	a-stem	2	9	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	a-stem	2	9	1
Eph.1.23	usfulljandins	us-fulljan	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "SG"}	weak-I	2	10	1
Eph.1.23	usfulljandins	us-fulljan	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "SG"}	weak-I	2	10	1
Eph.1.23	sei	izei		{}		3	1	1
Eph.1.23	ist	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	strong-V	3	2	1
Eph.1.23	leik	leik	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	3	3	1
Eph.1.23	leik	leik	noun	{"case": "ACC", "number": "SG", "gender": "N"}	a-stem	3	3	1
Eph.1.23	is	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PRS", "number": "SG", "person": "2"}	strong-V	3	4	1
Eph.1.23	is	is	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	4	1
Eph.1.23	is	is	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	4	1
Eph.1.23	is	is	pron	{"gender": "M", "case": "NOM", "number": "SG"}		3	4	1
Eph.1.23	fullo	fullo	noun	{"case": "NOM", "number": "SG", "gender": "F"}	ōn-stem	3	5	1
Eph.1.23	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	6	1
Eph.1.23	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	6	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "NOM", "number": "SG"}	a-stem	3	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "F", "case": "ACC", "number": "SG"}	a-stem	3	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	a-stem	3	7	1
Eph.1.23	alla	alls	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	a-stem	3	7	1
Eph.1.23	in	in	prep	{}		3	8	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	a-stem	3	9	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	a-stem	3	9	1
Eph.1.23	allaim	alls	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	a-stem	3	9	1
Eph.1.23	usfulljandins	us-fulljan	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "SG"}	weak-I	3	10	1
Eph.1.23	usfulljandins	us-fulljan	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "SG"}	weak-I	3	10	1
Eph.2.1	jah	jah		{}		2	1	1
Eph.2.1	izwis	þu	pron	{"case": "DAT", "number": "PL"}		2	2	1
Eph.2.1	izwis	þu	pron	{"case": "ACC", "number": "PL"}		2	2	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	2	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	2	3	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	2	4	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	2	4	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	2	4	1
Eph.2.1	missadedim	missadeþs	noun	{"case": "DAT", "number": "PL", "gender": "F"}	i-stem	2	5	1
Eph.2.1	jah	jah		{}		2	6	1
Eph.2.1	frawaurhtim	frawaurhts	noun	{"case": "DAT", "number": "PL", "gender": "F"}	i-stem	2	7	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	a-stem	2	8	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	a-stem	2	8	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	a-stem	2	8	1
Eph.2.1	jah	jah		{}		3	1	1
Eph.2.1	izwis	þu	pron	{"case": "DAT", "number": "PL"}		3	2	1
Eph.2.1	izwis	þu	pron	{"case": "ACC", "number": "PL"}		3	2	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	strong-V	3	3	1
Eph.2.1	wisandans	wisan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	strong-V	3	3	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	3	4	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "STR", "gender": "M", "case": "ACC", "number": "PL"}	a-stem	3	4	1
Eph.2.1	dauþans	dauþs	adj	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	4	1
Eph.2.1	missadedim	missadeþs	noun	{"case": "DAT", "number": "PL", "gender": "F"}	i-stem	3	5	1
Eph.2.1	jah	jah		{}		3	6	1
Eph.2.1	frawaurhtim	frawaurhts	noun	{"case": "DAT", "number": "PL", "gender": "F"}	i-stem	3	7	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "M", "case": "DAT", "number": "PL"}	a-stem	3	8	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "F", "case": "DAT", "number": "PL"}	a-stem	3	8	1
Eph.2.1	izwaraim	izwar	pron	{"strength": "STR", "gender": "N", "case": "DAT", "number": "PL"}	a-stem	3	8	1
Eph.2.2	in	in	prep	{}		2	1	1
Eph.2.2	þaimei	saei	pron	{"gender": "N", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.2	þaimei	saei	pron	{"gender": "F", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.2	þaimei	saei	pron	{"gender": "M", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.2	simle	simle	adv	{}		2	3	1
Eph.2.2	iddjeduþ	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "2"}	strong-VII	2	4	1
Eph.2.2	bi	bi	prep	{}		2	5	1
Eph.2.2	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		2	6	1
Eph.2.2	aldai	alds	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	2	7	1
Eph.2.2	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		2	8	1
Eph.2.2	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		2	8	1
Eph.2.2	fairƕaus	fairƕus	noun	{"case": "GEN", "number": "SG", "gender": "M"}	u-stem	2	9	2
Eph.2.2	bi	bi	prep	{}		2	10	1
Eph.2.2	reik	reiks	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	i-stem	2	11	1
Eph.2.2	reik	reiks	noun	{"case": "DAT", "number": "SG", "gender": "M"}		2	11	1
Eph.2.2	reik	reiks	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	i-stem	2	11	1
Eph.2.2	reik	reiks	noun	{"case": "ACC", "number": "SG", "gender": "M"}		2	11	1
Eph.2.2	waldufnjis	waldufni	noun	{"case": "GEN", "number": "SG", "gender": "N"}	ja-stem	2	12	1
Eph.2.2	luftaus	luftu	noun	{"case": "GEN", "number": "SG", "gender": "N"}		2	13	1
Eph.2.2	ahmins	ahma	noun	{"case": "GEN", "number": "SG", "gender": "M"}	an-stem	2	14	1
Eph.2.2	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		2	15	1
Eph.2.2	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		2	15	1
Eph.2.2	nu	nu	conj	{}		2	16	1
Eph.2.2	nu	nu	adv	{}		2	16	1
Eph.2.2	waurkjandins	waurkjan	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "SG"}	weak-I	2	17	1
Eph.2.2	waurkjandins	waurkjan	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "SG"}	weak-I	2	17	1
Eph.2.2	in	in	prep	{}		2	18	1
Eph.2.2	sunum	sunus	noun	{"case": "DAT", "number": "PL", "gender": "M"}	u-stem	2	19	1
Eph.2.2	ungalaubeinais	ungalaubeins	noun	{"case": "GEN", "number": "SG", "gender": "F"}	i-stem	2	20	1
Eph.2.2	in	in	prep	{}		3	1	1
Eph.2.2	þaimei	saei	pron	{"gender": "M", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.2	þaimei	saei	pron	{"gender": "F", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.2	þaimei	saei	pron	{"gender": "N", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.2	simle	simle	adv	{}		3	3	1
Eph.2.2	iddjeduþ	gaggan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "2"}	strong-VII	3	4	1
Eph.2.2	bi	bi	prep	{}		3	5	1
Eph.2.2	þizai	sa	pron	{"gender": "F", "case": "DAT", "number": "SG"}		3	6	1
Eph.2.2	aldai	alds	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	3	7	1
Eph.2.2	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	8	1
Eph.2.2	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	8	1
Eph.2.2	aiwis	aiws	noun	{"case": "GEN", "number": "SG", "gender": "M"}	a-stem	3	9	2
Eph.2.2	bi	bi	prep	{}		3	10	1
Eph.2.2	reik	reiks	adj	{"strength": "STR", "gender": "N", "case": "ACC", "number": "SG"}	i-stem	3	11	1
Eph.2.2	reik	reiks	noun	{"case": "ACC", "number": "SG", "gender": "M"}		3	11	1
Eph.2.2	reik	reiks	adj	{"strength": "STR", "gender": "N", "case": "NOM", "number": "SG"}	i-stem	3	11	1
Eph.2.2	reik	reiks	noun	{"case": "DAT", "number": "SG", "gender": "M"}		3	11	1
Eph.2.2	waldufnjis	waldufni	noun	{"case": "GEN", "number": "SG", "gender": "N"}	ja-stem	3	12	1
Eph.2.2	luftaus	luftu	noun	{"case": "GEN", "number": "SG", "gender": "N"}		3	13	1
Eph.2.2	ahmins	ahma	noun	{"case": "GEN", "number": "SG", "gender": "M"}	an-stem	3	14	1
Eph.2.2	þis	sa	pron	{"gender": "N", "case": "GEN", "number": "SG"}		3	15	1
Eph.2.2	þis	sa	pron	{"gender": "M", "case": "GEN", "number": "SG"}		3	15	1
Eph.2.2	nu	nu	adv	{}		3	16	1
Eph.2.2	nu	nu	conj	{}		3	16	1
Eph.2.2	waurkjandins	waurkjan	verb	{"strength": "WK", "gender": "M", "case": "GEN", "number": "SG"}	weak-I	3	17	1
Eph.2.2	waurkjandins	waurkjan	verb	{"strength": "WK", "gender": "N", "case": "GEN", "number": "SG"}	weak-I	3	17	1
Eph.2.2	in	in	prep	{}		3	18	1
Eph.2.2	sunum	sunus	noun	{"case": "DAT", "number": "PL", "gender": "M"}	u-stem	3	19	1
Eph.2.2	ungalaubeinais	ungalaubeins	noun	{"case": "GEN", "number": "SG", "gender": "F"}	i-stem	3	20	1
Eph.2.3	in	in	prep	{}		2	1	1
Eph.2.3	þaimei	saei	pron	{"gender": "F", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.3	þaimei	saei	pron	{"gender": "N", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.3	þaimei	saei	pron	{"gender": "M", "case": "DAT", "number": "PL"}		2	2	1
Eph.2.3	jah	jah		{}		2	3	1
Eph.2.3	weis	ik	pron	{"case": "NOM", "number": "PL"}		2	4	1
Eph.2.3	allai	alls	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	2	5	1
Eph.2.3	allai	alls	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	2	5	1
Eph.2.3	usmetum	us-mitan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "1"}	strong-V	2	6	1
Eph.2.3	suman	suman	adv	{}		2	7	1
Eph.2.3	in	in	prep	{}		2	8	1
Eph.2.3	lustum	lustus	noun	{"case": "DAT", "number": "PL", "gender": "M"}	u-stem	2	9	1
Eph.2.3	leikis	leik	noun	{"case": "GEN", "number": "SG", "gender": "N"}	a-stem	2	10	1
Eph.2.3	unsaris	unsar	pron	{"strength": "STR", "gender": "M", "case": "GEN", "number": "SG"}	a-stem	2	11	1
Eph.2.3	unsaris	unsar	pron	{"strength": "STR", "gender": "N", "case": "GEN", "number": "SG"}	a-stem	2	11	1
Eph.2.3	taujandans	taujan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	2	12	1
Eph.2.3	taujandans	taujan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-I	2	12	1
Eph.2.3	wiljans	wilja	noun	{"case": "ACC", "number": "PL", "gender": "M"}	an-stem	2	13	1
Eph.2.3	wiljans	wilja	noun	{"case": "NOM", "number": "PL", "gender": "M"}	an-stem	2	13	1
Eph.2.3	leikis	leik	noun	{"case": "GEN", "number": "SG", "gender": "N"}	a-stem	2	14	1
Eph.2.3	jah	jah		{}		2	15	1
Eph.2.3	gamitone	gamitons	noun	{"case": "GEN", "number": "PL", "gender": "F"}	i-stem	2	16	1
Eph.2.3	jah	jah		{}		2	17	1
Eph.2.3	wesum	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "1"}	strong-V	2	18	3
Eph.2.3	wesum	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "1"}	strong-V	2	18	3
Eph.2.3	wesum	wisan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "1"}	strong-V	2	18	3
Eph.2.3	wistai	wists	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	2	19	1
Eph.2.3	barna	barn	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	2	20	1
Eph.2.3	barna	barn	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	2	20	1
Eph.2.3	barna	barn	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	2	20	1
Eph.2.3	hatize	hatis	noun	{"case": "GEN", "number": "PL", "gender": "N"}	a-stem	2	21	4
Eph.2.3	swaswe	swaswe	adv	{}		2	22	1
Eph.2.3	jah	jah		{}		2	23	1
Eph.2.3	þai	sa	pron	{"gender": "M", "case": "NOM", "number": "PL"}		2	24	1
Eph.2.3	anþarai	anþar	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	2	25	1
Eph.2.3	anþarai	anþar	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	2	25	1
Eph.2.3	in	in	prep	{}		3	1	1
Eph.2.3	þaimei	saei	pron	{"gender": "M", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.3	þaimei	saei	pron	{"gender": "F", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.3	þaimei	saei	pron	{"gender": "N", "case": "DAT", "number": "PL"}		3	2	1
Eph.2.3	jah	jah		{}		3	3	1
Eph.2.3	weis	ik	pron	{"case": "NOM", "number": "PL"}		3	4	1
Eph.2.3	allai	alls	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	3	5	1
Eph.2.3	allai	alls	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	5	1
Eph.2.3	usmetum	us-mitan	verb	{"voice": "ACT", "mood": "IND", "tense": "PST", "number": "PL", "person": "1"}	strong-V	3	6	1
Eph.2.3	suman	suman	adv	{}		3	7	1
Eph.2.3	in	in	prep	{}		3	8	1
Eph.2.3	lustum	lustus	noun	{"case": "DAT", "number": "PL", "gender": "M"}	u-stem	3	9	1
Eph.2.3	leikis	leik	noun	{"case": "GEN", "number": "SG", "gender": "N"}	a-stem	3	10	1
Eph.2.3	unsaris	unsar	pron	{"strength": "STR", "gender": "M", "case": "GEN", "number": "SG"}	a-stem	3	11	1
Eph.2.3	unsaris	unsar	pron	{"strength": "STR", "gender": "N", "case": "GEN", "number": "SG"}	a-stem	3	11	1
Eph.2.3	taujandans	taujan	verb	{"strength": "WK", "gender": "M", "case": "ACC", "number": "PL"}	weak-I	3	12	1
Eph.2.3	taujandans	taujan	verb	{"strength": "WK", "gender": "M", "case": "NOM", "number": "PL"}	weak-I	3	12	1
Eph.2.3	wiljans	wilja	noun	{"case": "NOM", "number": "PL", "gender": "M"}	an-stem	3	13	1
Eph.2.3	wiljans	wilja	noun	{"case": "ACC", "number": "PL", "gender": "M"}	an-stem	3	13	1
Eph.2.3	leikis	leik	noun	{"case": "GEN", "number": "SG", "gender": "N"}	a-stem	3	14	1
Eph.2.3	jah	jah		{}		3	15	1
Eph.2.3	gamitone	gamitons	noun	{"case": "GEN", "number": "PL", "gender": "F"}	i-stem	3	16	1
Eph.2.3	jah	jah		{}		3	17	1
Eph.2.3	wisum			{}		3	18	3
Eph.2.3	wistai	wists	noun	{"case": "DAT", "number": "SG", "gender": "F"}	i-stem	3	19	1
Eph.2.3	barna	barn	noun	{"case": "NOM", "number": "PL", "gender": "N"}	a-stem	3	20	1
Eph.2.3	barna	barn	noun	{"case": "ACC", "number": "PL", "gender": "N"}	a-stem	3	20	1
Eph.2.3	barna	barn	noun	{"case": "DAT", "number": "SG", "gender": "N"}	a-stem	3	20	1
Eph.2.3	hatis	hatis	noun	{"case": "NOM", "number": "SG", "gender": "N"}	a-stem	3	21	4
Eph.2.3	hatis	hatis	noun	{"case": "ACC", "number": "SG", "gender": "N"}	a-stem	3	21	4
Eph.2.3	swaswe	swaswe	adv	{}		3	22	1
Eph.2.3	jah	jah		{}		3	23	1
Eph.2.3	þai	sa	pron	{"gender": "M", "case": "NOM", "number": "PL"}		3	24	1
Eph.2.3	anþarai	anþar	adj	{"strength": "STR", "gender": "F", "case": "DAT", "number": "SG"}	a-stem	3	25	1
Eph.2.3	anþarai	anþar	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "PL"}	a-stem	3	25	1
Eph.2.4	iþ	iþ	conj	{}		2	1	1
Eph.2.4	guþ	guþ	noun	{"case": "NOM", "number": "SG", "gender": "M"}		2	2	1
Eph.2.4	guþ	guþ	noun	{"case": "VOC", "number": "SG", "gender": "M"}		2	2	1
Eph.2.4	guþ	guþ	noun	{"case": "ACC", "number": "SG", "gender": "M"}		2	2	1
Eph.2.4	gabigs	gabigs	adj	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	a-stem	2	3	3
Eph.2.4	wisands	wisan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	strong-V	2	4	1
Eph.2.4	wisands	wisan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	strong-V	2	4	1
Eph.2.4	wisands	wisan	verb	{"strength": "STR", "gender": "M", "case": "NOM", "number": "SG"}	strong-V	2	4	1
Eph.2.4	in	in	prep	{}		2	5	1
Eph.2.4	armahairtein	armahairtei	noun	{"case": "ACC", "number": "SG", "gender": "F"}	ōn-stem	2	6	1
Eph.2.4	armahairtein	armahairtei	noun	{"case": "DAT", "number": "SG", "gender": "F"}	ōn-stem	2	6	1
Eph.2.4	in	in	prep	{}		2	7	1
Eph.2.4	þizos	sa	pron	{"gender": "F", "case": "GEN", "number": "SG"}		2	8	1
Eph.2.4	managons	manags	adj	{"strength": "WK", "gender": "F", "case": "GEN", "number": "SG"}	a-stem	2	9	1
Eph.2.4	managons	manags	adj	{"strength": "WK", "gender": "F", "case": "NOM", "number": "PL"}	a-stem	2	9	1
Eph.2.4	managons	manags	adj	{"strength": "WK", "gender": "F", "case": "ACC", "number": "PL"}	a-stem	2	9	1
Eph.2.4	frijaþwos	frijaþwa	noun	{"case": "ACC", "number": "PL", "gender": "F"}	ō-stem	2	10	1
Eph.2.4	frijaþwos	frijaþwa	noun	{"case": "NOM", "number": "PL", "gender": "F"}	ō-stem	2	10	1
Eph.2.4	frijaþwos	frijaþwa	noun	{"case": "GEN", "number": "SG", "gender": "F"}	ō-stem	2	10	1
Eph.2.4	þizaiei	saei	pron	{"gender": "F", "case": "DAT", "number": "SG"}		2	11	1
Eph.2.4	frijoda	frijon	verb	{"voice": "PASS", "mood": "IND", "tense": "PRS", "number": "SG", "person": "3"}	weak-II	2	12	1
Eph.2.4	frijoda	frijon	verb	{"strength": "STR", "gender": "N", "case": "NOM", "number": "PL"}	weak-II	2	12	1
Eph.2.4	frijoda	frijon	verb	{"strength": "STR", "gender": "N", "case": "ACC", "number": "PL"}	weak-II	2	12	1
